WW2 bombs ,https://www.pressandjournal.co.uk/fp/news/590212/interactive-map-shows-details-every-bomb-hit-aberdeen-world-war-ii/ 
Stories of the Mittwoch Blitz with pictures and locations , http://www.mcjazz.f2s.com/Blitzkreig.htm 
Interactive map of bombings ,https://www.google.com/maps/d/viewer?oe=UTF8&vps=1&msa=0&ie=UTF8&authuser=0&mid=z8RRvQYE6Eh4.kO6dzF4En4RM
